#2.0#2022 09 18 09:36:38.508#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:21 UTC 2022] cookie@0.4.0 /tmp/app/node_modules/express-session/node_modules/cookie (STDOUT, STG)#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:40 UTC 2022] Contrast Security no credentials found. Will not write environment files. (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:40 UTC 2022] service is not configured to run with Sealights (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:40 UTC 2022] inside Sealights hook (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:48 UTC 2022] Uploading droplet... (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:48 UTC 2022] Uploading build artifacts cache... (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:48 UTC 2022] Uploading droplet, build artifacts cache... (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:48 UTC 2022] Exit status 0 (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:48 UTC 2022] Uploaded build artifacts cache (225B) (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:48 UTC 2022] Creating droplet for app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb (STDOUT, API)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:55 UTC 2022] Uploaded droplet (43M) (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:55 UTC 2022] Uploading complete (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:55 UTC 2022] Cell 857d7130-5db4-4556-8af4-e85a69114797 destroying container for instance 14c604a7-e0a0-4772-9f8d-c9df5f09c3d6 (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:55 UTC 2022] Cell 857d7130-5db4-4556-8af4-e85a69114797 stopping instance 14c604a7-e0a0-4772-9f8d-c9df5f09c3d6 (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:00:57 UTC 2022] Cell 857d7130-5db4-4556-8af4-e85a69114797 successfully destroyed container for instance 14c604a7-e0a0-4772-9f8d-c9df5f09c3d6 (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:02 UTC 2022] Updated app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb ({:droplet_guid=>"dbac5ec1-2635-433e-b35a-6a4610ed3e98"}) (STDOUT, API)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:03 UTC 2022] Creating revision for app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb (STDOUT, API)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:03 UTC 2022] Starting app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb (STDOUT, API)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:04 UTC 2022] Cell c023d838-ff75-4b01-a4ea-2fd89e05ccba creating container for instance 1a3ca565-cacc-4dec-4473-c91d (STDOUT, CELL)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:05 UTC 2022] Cell c023d838-ff75-4b01-a4ea-2fd89e05ccba successfully created container for instance 1a3ca565-cacc-4dec-4473-c91d (STDOUT, CELL)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:06 UTC 2022] Downloading droplet... (STDOUT, CELL)#

#2.0#2022 09 18 09:36:38.514#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:08 UTC 2022] Starting health monitoring of container (STDOUT, CELL)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:08 UTC 2022] Downloaded droplet (43M) (STDOUT, CELL)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:09 UTC 2022] > node node_modules/@sap/approuter/approuter.js (STDOUT, APP/PROC/WEB)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:09 UTC 2022] > approuter@ start /home/vcap/app (STDOUT, APP/PROC/WEB)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:09 UTC 2022] {"written_at":"2022-09-18T09:01:09.975Z","written_ts":1663491669975000000,"csn_component":"-","correlation_id":"-","type":"log","logger":"nodejs-logger","layer":"/LoggingLibrary","level":"warning","container_id":"10.5.9.71","component_type":"application","component_id":"9f809228-06af-4fd3-90e7-6ff7e3b404eb","component_name":"sopoc-approuter","component_instance":-1,"source_instance":-1,"organization_id":"84ca24c8-7405-433b-a17d-7bac0b23adf3","organization_name":"alfanar_alf-dev-cpi-cf-uqt94dvw","space_id":"34df2496-ec9c-420f-81df-356969ce235f","space_name":"UI5_Dev","context_id":"","msg":"Dynamic log level switching not available"} (STDOUT, APP/PROC/WEB)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:10 UTC 2022] {"written_at":"2022-09-18T09:01:10.317Z","written_ts":1663491670317000000,"csn_component":"-","correlation_id":"l873znl9","type":"log","logger":"nodejs-logger","layer":"/approuter","level":"info","container_id":"10.5.9.71","component_type":"application","component_id":"9f809228-06af-4fd3-90e7-6ff7e3b404eb","component_name":"sopoc-approuter","component_instance":-1,"source_instance":-1,"organization_id":"84ca24c8-7405-433b-a17d-7bac0b23adf3","organization_name":"alfanar_alf-dev-cpi-cf-uqt94dvw","space_id":"34df2496-ec9c-420f-81df-356969ce235f","space_name":"UI5_Dev","context_id":"l873znl9","msg":"Application router version 10.5.1"} (STDOUT, APP/PROC/WEB)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:10 UTC 2022] {"written_at":"2022-09-18T09:01:10.321Z","written_ts":1663491670321000000,"csn_component":"-","correlation_id":"l873znld","type":"log","logger":"nodejs-logger","layer":"/Configuration","level":"info","container_id":"10.5.9.71","component_type":"application","component_id":"9f809228-06af-4fd3-90e7-6ff7e3b404eb","component_name":"sopoc-approuter","component_instance":-1,"source_instance":-1,"organization_id":"84ca24c8-7405-433b-a17d-7bac0b23adf3","organization_name":"alfanar_alf-dev-cpi-cf-uqt94dvw","space_id":"34df2496-ec9c-420f-81df-356969ce235f","space_name":"UI5_Dev","context_id":"l873znld","msg":"No COOKIES environment variable"} (STDOUT, APP/PROC/WEB)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:10 UTC 2022] {"written_at":"2022-09-18T09:01:10.326Z","written_ts":1663491670326000000,"csn_component":"-","correlation_id":"l873znli","type":"log","logger":"nodejs-logger","layer":"/Configuration","level":"warning","container_id":"10.5.9.71","component_type":"application","component_id":"9f809228-06af-4fd3-90e7-6ff7e3b404eb","component_name":"sopoc-approuter","component_instance":-1,"source_instance":-1,"organization_id":"84ca24c8-7405-433b-a17d-7bac0b23adf3","organization_name":"alfanar_alf-dev-cpi-cf-uqt94dvw","space_id":"34df2496-ec9c-420f-81df-356969ce235f","space_name":"UI5_Dev","context_id":"l873znli","msg":"No authentication will be used when accessing backends. Scopes defined in routes will be ignored."} (STDOUT, APP/PROC/WEB)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:10 UTC 2022] {"written_at":"2022-09-18T09:01:10.346Z","written_ts":1663491670346000000,"csn_component":"-","correlation_id":"l873znl9","type":"log","logger":"nodejs-logger","layer":"/approuter","level":"info","container_id":"10.5.9.71","component_type":"application","component_id":"9f809228-06af-4fd3-90e7-6ff7e3b404eb","component_name":"sopoc-approuter","component_instance":-1,"source_instance":-1,"organization_id":"84ca24c8-7405-433b-a17d-7bac0b23adf3","organization_name":"alfanar_alf-dev-cpi-cf-uqt94dvw","space_id":"34df2496-ec9c-420f-81df-356969ce235f","space_name":"UI5_Dev","context_id":"l873znl9","msg":"Application router is listening on port: 8080"} (STDOUT, APP/PROC/WEB)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:01:11 UTC 2022] Container became healthy (STDOUT, CELL)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:14:55 UTC 2022] Updated app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb ({"lifecycle"=>{"data"=>{}, "type"=>"buildpack"}}) (STDOUT, API)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:14:56 UTC 2022] Updating process: "web" (STDOUT, API)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:13 UTC 2022] Uploading app package for app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb (STDOUT, API)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:14 UTC 2022] Updated app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb ({"environment_variables"=>"[PRIVATE DATA HIDDEN]"}) (STDOUT, API)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:35 UTC 2022] Stopping app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb (STDOUT, API)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:35 UTC 2022] Cell c023d838-ff75-4b01-a4ea-2fd89e05ccba stopping instance 1a3ca565-cacc-4dec-4473-c91d (STDOUT, CELL)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:36 UTC 2022] Creating build for app with guid 9f809228-06af-4fd3-90e7-6ff7e3b404eb (STDOUT, API)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:36 UTC 2022] Downloading ruby_buildpack... (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:36 UTC 2022] Downloading security_group_check_stg_buildpack_6B7F0... (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:36 UTC 2022] Downloading nginx_buildpack... (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:36 UTC 2022] Downloaded ruby_buildpack (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:36 UTC 2022] Downloading dotnet_core_buildpack... (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:36 UTC 2022] Downloaded security_group_check_stg_buildpack_6B7F0 (3.7K) (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:36 UTC 2022] Downloading nodejs_buildpack... (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:36 UTC 2022] Downloaded nginx_buildpack (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:36 UTC 2022] Downloading go_buildpack... (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:36 UTC 2022] Downloaded dotnet_core_buildpack (STDOUT, STG)#

#2.0#2022 09 18 09:36:38.515#Z#DEBUG#com.sap.cloud.lm.sl.xs2.f9406f85-3734-11ed-8f22-eeee0a976908.sopoc-approuter.stageAppTask#
######org.cloudfoundry.multiapps.controller.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23211###
[PollStageAppStatusExecution] [sopoc-approuter] 9f809228-06af-4fd3-90e7-6ff7e3b404eb [Sun Sep 18 09:15:36 UTC 2022] Downloading python_buildpack... (STDOUT, STG)#

